index,text,similarity_proba,predict_proba,average_proba,similarity_label,predict_label,average_label
2239,Nguyễn Linh áp dụng nhé /)),0.0,0.0013949043350294,0.0006974521675147,0,0,0
2240,Phuong Anh :)),0.45577094215515573,0.0013767731143161,0.22857385763473592,0,0,0
2241,Câu view vớ vẩn thật 🙂 vậy mà cũng dắt mũi được nhiều người 🙂,0.9115418843103115,0.0041071474552154,0.45782451588276346,1,0,0
2242,"Tận -302900đ uống trà sữa cơ, lời quá",0.0,0.0014112580101937,0.00070562900509685,0,0,0
2243,Cũng dư…\nDư ra lời từ biệt,0.0,0.0014562559081241,0.00072812795406205,0,0,0
2244,Kiến thức này đã được tiếp thu,0.0,0.003023081459105,0.0015115407295525,0,0,0
2245,Lời nghịch hơn 300k,1.3673128264654675,0.0014103591674938,0.6843615928164807,1,0,1
2246,"My My Lý áp dụng liền đi chị, bao ngầu",0.45577094215515573,0.0086931819096207,0.23223206203238822,0,0,0
2247,Phong Híp ít ra cũng gỡ được 200k :))) đây còn không gỡ được xu nào 😂,1.1394273553878895,0.1530444473028183,0.6462359013453539,1,0,1
2248,Cũng có dư mà là dư âm,0.0,0.511094868183136,0.255547434091568,0,1,0
2249,Phải t chia tay,0.9115418843103115,0.0013912321301177,0.4564665582202146,1,0,0
2250,Càng ngày làm càng ẩu. Tuyển nhân viên ko ?,0.22788547107757787,0.4005739390850067,0.3142297050812923,0,0,0
2251,Có 200k là tốt r,0.0,0.0014545855810865,0.00072729279054325,0,0,0
2252,Như Quỳnh may quá ny để mình trả hẳn luôn khỏi hụt hẫng ntn :),0.0,0.0014425003901124,0.0007212501950562,0,0,0
2253,Nhớ nyc vl cũng giống v nè ngày giao chừng 5 đơn :)))),2.2788547107757795,0.0395714044570922,1.159213057616436,1,0,1
2254,Bảo Thuy Nguyễn trend mới hả,0.45577094215515573,0.0014583221636712,0.22861463215941347,0,0,0
2255,Phạm Trọng Tuân nhận giúp em đơn tíc tóc shop anh yêu ạ😁🤣,0.9115418843103115,0.0014525301521643,0.4564972072312379,1,0,0
2256,Quang Huy lời cảm ơn,0.0,0.0013681047130376,0.0006840523565188,0,0,0
2257,Candy Tuyềnn,0.0,0.0013438079040497,0.00067190395202485,0,0,0
2258,Minh Ngọc hay dư lắm,0.22788547107757787,0.0022980265785008,0.11509174882803934,0,0,0
2259,Thanh Huyền chỉ có cưng mới nghĩ ra trò này 😌,0.45577094215515573,0.0186864845454692,0.23722871335031248,0,0,0
2260,Minh Hong Tran,0.0,0.0014399120118469,0.00071995600592345,0,0,0
2261,Đoàn Thái,0.0,0.0068484009243547,0.00342420046217735,0,0,0
2262,Hà Quang Minh hì,0.0,0.0110937980934977,0.00554689904674885,0,0,0
2263,Viett Nghia Pham cầm 2k đi mua a bữa sáng,0.45577094215515573,0.0019586167763918,0.22886477946577377,0,0,0
2264,Châm Châm,0.45577094215515573,0.6258182525634766,0.5407945973593161,0,1,1
2265,Nguyến Thanh Sơn,0.0,0.0437935404479503,0.02189677022397515,0,0,0
2266,Để về làm chén mắm đường rồi quay lại lấy hộp xôi.,1.5951982975430454,0.8467725515365601,1.2209854245398026,1,1,1
2267,Ăn xôi trước đi nào xoài nó chín rồi ăn sau 😁,1.5951982975430454,0.3121585547924042,0.9536784261677248,1,0,1
2268,Nấu xoài lên cho chín rồi ăn nhé =))),1.1394273553878895,0.9913355708122252,1.0653814631000573,1,1,1
2269,y tên còn đòi gì ko lẽ đòi cóc ổi hay măng cụt cùng xôi,2.0509692396982016,0.7745841145515442,1.4127766771248729,1,1,1
2270,Shop thiếu xót quá r nha 😌 phải thêm gói muối tôm nữa 🤣,0.0,0.0077939289622008,0.0038969644811004,0,0,0
2271,Thằng nào nghiện thì nhìn giống nửa u kim :)))),1.1394273553878895,0.0013904691440984,0.570408912265994,1,0,1
2272,Tại Hối quá làm xoài chưa kịp chín 🤣🤣,0.45577094215515573,0.9838005900382996,0.7197857660967276,0,1,1
2273,Đúng mà. Thiếu bịch mắm me thôi.,1.3673128264654675,0.9924405813217164,1.179876703893592,1,1,1
2274,Ê cốt dừa ăn vs xôi còn xoài cho túi mắm chấm chứ nhỉ 😂,0.45577094215515573,0.95123028755188,0.7035006148535179,0,1,1
2275,Xôi xoài chấm muối ớt nha,0.9115418843103115,0.590579628944397,0.7510607566273542,1,1,1
2276,Quang Thành nghe bảo thích ăn xôi xoài dữ lắm :))),0.22788547107757787,0.5353306531906128,0.3816080621340953,0,1,0
2277,Quang Duy xôi xoài mắm đường😩,0.45577094215515573,0.6544725894927979,0.5551217658239768,0,1,1
2278,Hồng Phượng Pen xôi xoài dành cho bầu nghén :v,0.9115418843103115,0.1530962586402893,0.5323190714753003,1,0,1
2279,Đoàn Phương Loan nhanh trí xin thêm gói bột canh,0.45577094215515573,0.0014044751878827,0.22858770867151923,0,0,0
2280,Thuý Hoàn ăn xôi xoài xanh k =)),2.0509692396982016,0.0154179790988564,1.033193609398529,1,0,1
2281,Khanh Linh Hang NguyenNguyễn Thu Trang ngon wo nè,0.0,0.0013470804551616,0.0006735402275808,0,0,0
2282,Đỗ Thanh Hải ăn ko?,0.0,0.0034318161197006,0.0017159080598503,0,0,0
2283,Hương Giang xôi xoài =)),0.45577094215515573,0.6741157174110413,0.5649433297830985,0,1,1
2284,Như Uyên Nguyễn làm tí xôi xoài không :)))),0.6836564132327336,0.0014376963954418,0.3425470548140877,1,0,0
2285,Thạch Trân ăn ko e nấu,1.3673128264654675,0.0014771556016057,0.6843949910335366,1,0,1
2286,Lê Nhật Khánh món a thích nè,0.0,0.0014397475169971,0.00071987375849855,0,0,0
2287,mắt tôi có vẻ k ổn cho lắm khi thấy cái lưỡi dao trên miếng xoài nhỉ 🫠,1.3673128264654675,0.0013745826436206,0.6843437045545441,1,0,1
2288,Ủa thì xôi đó xoài đó đúng rồi còn gì,1.1394273553878895,0.0059513594023883,0.5726893573951389,1,0,1
2289,Thằng bán xoài trước đúng dân bán ma toé rồi 😂,0.9115418843103115,0.9058443903923036,0.9086931373513075,1,1,1
2290,:))))))) treo đầu dê bán thịt dế à,1.3673128264654675,0.544589102268219,0.9559509643668432,1,1,1
2291,Thật vô nghĩa =))),0.0,0.3858241736888885,0.19291208684444425,0,0,0
2292,có nói chín hay xanh đâu mà 😀,0.9115418843103115,0.4717593491077423,0.6916506167090268,1,0,1
2293,Đúng mà. Sai ở đâu nào,0.9115418843103115,0.0013627639273181,0.45645232411881476,1,0,0
2294,Xôi Xanh thì Xoài cũng Xanh..logic thế còn gì..,0.45577094215515573,0.001370639889501,0.22857079102232836,0,0,0
2295,"Của Thái là xoài chín. Của VN là xoài keo, giòn giòn ngọt ngọt. Cuốn thế còn gì",2.0509692396982016,0.9937938451766968,1.5223815424374492,1,1,1
2296,Xoài chưa kịp ngâm thuốc. Quý khách thông cảm,0.9115418843103115,0.2889365255832672,0.6002392049467893,1,0,1
2297,Thiếu gói xúp,0.6836564132327336,0.0444994866847991,0.36407794995876636,1,0,0
2298,Mùa này chưa chín 🤣,0.0,0.1542680412530899,0.07713402062654495,0,0,0
2299,Chời sai là cho nước cốt dừa thay vì muối ớt th,0.9115418843103115,0.8223493695259094,0.8669456269181104,1,1,1
2300,"Tại xoài chưa kịp chín thui, mong quý hách thông kẻm",1.1394273553878895,0.9721181988716124,1.055772777129751,1,1,1
2301,Có gì sai đâu. Xôi xoài đó thôi :),0.9115418843103115,0.0379436872899532,0.47474278580013235,1,0,0
2302,Gói cốt dừa nhìn như túi mẻ ý nhỉ,1.1394273553878895,0.0013910745037719,0.5704092149458307,1,0,1
2303,Thanh Tâm hôm m đi chắc mua nhầm xôi xoài r :)),0.45577094215515573,0.0013589159352704,0.22856492904521306,0,0,0
2304,"Đúng rồi còn gì xôi màu xanh thì xoài phải xanh , khi nào xôi co qua màu vàng thì xoài sẽ vàng 😂",0.0,0.3287736475467682,0.1643868237733841,0,0,0
2305,Kim tuyến à,0.45577094215515573,0.0021983804181218,0.22898466128663877,0,0,0
2306,Xôi này o bình dương hả,0.45577094215515573,0.0013655194779857,0.2285682308165707,0,0,0
2307,Carla Han ăn khum,0.45577094215515573,0.0050778584554791,0.2304244003053174,0,0,0
2308,Hân Di Trần :))),0.6836564132327336,0.00395820569247,0.3438073094626018,1,0,0
2309,xôi xoài thái nguyên,1.5951982975430454,0.0138145210221409,0.8045064092825932,1,0,1
2310,Chử Thị Linh Xoài xanh chuẩn vị kk,0.45577094215515573,0.0013778789434581,0.2285744105493069,0,0,0
2311,Đào Diệu Linh đỉnhh dợ ?,0.6836564132327336,0.004125494044274,0.3438909536385038,1,0,0
2312,Phùng Thu Huyền bao rờ có xôi đấy 😆,1.3673128264654675,0.7846029996871948,1.0759579130763313,1,1,1
2313,Ngoc Anh Anh xôi xoài k :))),0.45577094215515573,0.2970733940601349,0.3764221681076453,0,0,0
2314,💕,0.0,0.0775368586182594,0.0387684293091297,0,0,0
2315,Ai vứt rác bắt cho xuống vớt 1 lần là sạch đẹp ngay,1.5951982975430454,0.1361420154571533,0.8656701565000994,1,0,1
2316,sao các bác lại không mặc bảo hộ vậy ạ @@ nguy hiểm lắm,0.45577094215515573,0.415589690208435,0.43568031618179537,0,0,0
2317,Hiz thương các bác quá. Bao nhiêu mầm bệnh nguy hiểm trong kênh này,0.22788547107757787,0.0013751967344433,0.11463033390601059,0,0,0
2318,Ý thức quá tệ,0.9115418843103115,0.233325183391571,0.5724335338509412,1,0,1
2319,"Mấy anh chị bán hàng rong , thả xuống là ùi chời ơi",1.8230837686206234,0.0071252295747399,0.9151044990976817,1,0,1
2320,không có bảo hộ ạ🥺,0.9115418843103115,0.0014113103970885,0.4564765973537,1,0,0
2321,Chỗ này ko thấy tíc tóc với diu túp bơ nà xuống vớt rác nhỉ,0.9115418843103115,0.723965585231781,0.8177537347710462,1,1,1
2322,Mong cơ quan chức năng,0.45577094215515573,0.1025426983833313,0.2791568202692435,0,0,0
2323,Quá khủng khiếp,1.8230837686206234,0.941014528274536,1.3820491484475796,1,1,1
2324,Ai vứt rác bắt cho xuống vớt 1 lần là sạch đẹp ngay,1.5951982975430454,0.1361420154571533,0.8656701565000994,1,0,1
2325,Tuyết Lan,0.9115418843103115,0.0013619153760373,0.45645189984317436,1,0,0
2326,"Sao phải xuống vớt, vớt thế thấm thía gì, hay các bác xuống vớt chai lọ nhựa nhỉ?",0.9115418843103115,0.0336856804788112,0.4726137823945613,1,0,0
2327,trung bình ý thức bảo vệ môi trường của người dân Nam Kỳ 🤡💀,0.45577094215515573,0.3482183516025543,0.401994646878855,0,0,0
2328,"Là năm 2011, để xem dàn nữ thí sinh năm ấy có ai? Không lẽ nào....?",0.0,0.001937185996212,0.000968592998106,0,0,0
2329,Có lẽ nàooo 🐧,0.0,0.001399235217832,0.000699617608916,0,0,0
2330,Ngồi hóng thôi 🥹,0.0,0.0013786848867312,0.0006893424433656,0,0,0
2331,Đòi ác nhơn\nPhải qua mùa lũ hãng đòi chứ ạ. :(,0.45577094215515573,0.9960617423057556,0.7259163422304556,0,1,1
2332,không lẽ nào là Nguyên Vũ 😱😱😱,0.45577094215515573,0.546599805355072,0.5011853737551138,0,1,1
2333,Thủy tiên là cái tên tôi nghĩ đầu tiên luôn,0.9115418843103115,0.0165031608194112,0.4640225225648613,1,0,0
2334,"13 năm rồi, giờ mà quay qua trả lại đúng 80tr thì tôi cũng ạ luôn 😐",0.45577094215515573,0.116500549018383,0.28613574558676935,0,0,0
2335,60 củ cũng sắp 5 năm r 😂,0.0,0.0013702301075682,0.0006851150537841,0,0,0
2336,Khả Năng là Thu M....,0.6836564132327336,0.1445791721343994,0.4141177926835665,1,0,0
2337,Gọi là chị thì chắc hơn tuổi c Khánh Thi roài,0.45577094215515573,0.0021335454657673,0.2289522438104615,0,0,0
2338,Chắc ko phải là Thuy Tê đâu...chi ây co đớp toàn tiền Toi chuk vai chuc thi chắc chắn ko phai chi ấy đâu..dám thê luôn ak,0.9115418843103115,0.0014064320130273,0.45647415816166936,1,0,0
2339,ĐChẳng qua là người ta quên thôi. Chứ người ta nhớ thì người ta cũng không trả,0.6836564132327336,0.0014529187465086,0.3425546659896211,1,0,0
2340,Công viên thuỷ tinh hả,1.1394273553878895,0.0013507559197023,0.5703890556537959,1,0,1
2341,Thuỷ tiên sn 85\nKhánh thi sn 82 .k phải thuỷ tiên .chắc thu minh,0.45577094215515573,0.0014454293996095,0.22860818577738262,0,0,0
2342,Gọi là chị chỉ có thể là TM vì TT ít tuổi hơn Khánh Thi,0.0,0.8892679810523987,0.44463399052619934,0,1,0
2343,Chị mà mn 🥹 TT chắc kp rồi,0.22788547107757787,0.0013688527978956,0.11462716193773673,0,0,0
2344,Thủy Tề chắc luôn,0.0,0.0013770641526207,0.00068853207631035,0,0,0
2345,Cách đòi nợ rất văn minh,1.5951982975430454,0.0040881861932575,0.7996432418681515,1,0,1
2346,Cái gì chứ “ tiền “ rất dễ khiến người ta quên 😅,0.9115418843103115,0.0095468964427709,0.46054439037654116,1,0,0
2347,Dương Huyền khả năng Thu Minh :)))),0.0,0.0014846326084807,0.00074231630424035,0,0,0
2348,Lũ hậu ah :)),0.9115418843103115,0.8437716960906982,0.8776567902005048,1,1,1
2349,Chị ca sĩ là hơn tuổi khánh thi mấy má,0.22788547107757787,0.0428312085568904,0.13535833981723414,0,0,0
2350,Thanh thuý,0.45577094215515573,0.0013560729566961,0.22856350755592592,0,0,0
2351,"có 2 ca sĩ, 1 sinh năm 85 & 1 sinh năm 7x",0.9115418843103115,0.00147067126818,0.45650627778924574,1,0,0
2352,Thủy tề rồi.,1.3673128264654675,0.0013563920510932,0.6843346092582804,1,0,1
2353,"Tui không biết ai nợ, nhưng tui thắc mắc là ""giàn thí sinh"" hay ""dàn thí sinh""?\n\nNếu sai, thì tui xin lỗi page vậy.",1.1394273553878895,0.8818049430847168,1.010616149236303,1,1,1
2354,Ô nạp La Nạp Thị chứ ai 🌝,0.45577094215515573,0.5881471037864685,0.5219590229708121,0,1,1
2355,"Gọi là chị mà thời đó đủ tầm , đủ uy tín để người ta bỏ ra 80tr thì chỉ có thể là Thu Minh. Mà 13 năm ko trả thì định nuốt ko rồi",0.45577094215515573,0.0933125838637352,0.27454176300944544,0,0,0
2356,Có ai có thể list những cái tên tham gia BNHV năm đó ko mn,0.45577094215515573,0.001421809894964,0.22859637602505986,0,0,0
2357,"ịp pẹ chị lux của tao đi từ thiện đầy tiền, đếu bao h phải vay ai luôngg",0.45577094215515573,0.001444770139642,0.22860785614739887,0,0,0
2358,CHỊ CA SĨ thì là THu Minh rồi,0.0,0.0454908348619937,0.02274541743099685,0,0,0
2359,không lẽ Thu Minh,0.0,0.0013713540975004,0.0006856770487502,0,0,0
2360,Tính theo vàng thì 80tr năm 2011 mua đc 2 cây vàng.,0.0,0.001400246983394,0.000700123491697,0,0,0
2361,Mạnh dạn đoán là chị Thuỷ Tiên🤣🤣🤣,0.45577094215515573,0.6842578053474426,0.5700143737512992,0,1,1
2362,Chắc Phạm Chị Khoa à hay sao mà chữ đỏ lên,0.6836564132327336,0.0562115497887134,0.36993398151072354,1,0,0
2363,"Đừng nói bà Thuỷ Lũ nhé, Bà ấy sao kê nữa đoá",1.3673128264654675,0.4888087809085846,0.928060803687026,1,0,1
2364,Mùa lũ chưa tới ạ,0.6836564132327336,0.7440274953842163,0.713841954308475,1,1,1
2365,Khánh Thi sn 1982\nThu Minh sn 1977\nThuỷ Tiên sn 1985\nMà Khánh Thi gọi ng ấy là Chị\nCó lẽ nào,0.22788547107757787,0.0013691656058654,0.11462731834172163,0,0,0
2366,"Tại sao mượn lâu thế mà 5 năm không nhắc, 10 năm không nhắc, vậy sao không đợi 15 năm rồi hẵng nhắc mà lại là 13 năm? Hay tại có số nào đó cộng lại ra 13 để làm dấu hiệu nhận biết?",0.0,0.0679805427789688,0.0339902713894844,0,0,0
2367,Ko lẽ lũ hậu. Ko. Lũ hậu lấy của ng giàu chia cho người nhà chứ ai lại đi vay người lấy gom\nHết cả gia tài dc 80tr kia. Lũ hậu có sao kê đầy đủ trên a4 r. Chắc là ..🥹,0.9115418843103115,0.6513298153877258,0.7814358498490186,1,1,1
2368,"Tôi xin đoán chữ T,\nVâng, xin chúc mừng anh, có 2 chữ T",1.3673128264654675,0.0013576663332059,0.6843352463993367,1,0,1
2369,Một chủ nuôi vừa khóc vừa nghẹn ngào chia sẻ 🙁,0.22788547107757787,0.0013839243911206,0.11463469773434923,0,0,0
2370,"Giá thị trường đang khoảng 850k/kg, 95 hộ nuôi ở xã Xuân Thịnh đang bị ảnh hưởng cực kỳ nặng nề. Bao nhiêu tiền của, công sức để giờ phải bán tháo với giá cực rẻ",0.0,0.0013751913793385,0.00068759568966925,0,0,0
2371,"Ngồi bệt dưới nền đất đợi bán tôm, bà Châu Thanh Thiên Lý (52 tuổi, thôn Vịnh Hòa) đã không còn nước mắt để khóc. Chỉ trong một đêm, gia đình bà thiệt hại 4 tỷ đồng. ""Chỉ còn khoảng 1 tháng nữa là tôm được xuất bán, vậy mà giờ như vậy. Trắng tay rồi. Nhà có 3 đứa con đang học đại học, phải xoay xở làm sao đây?""",1.1394273553878895,0.0023940838873386,0.5709107196376141,1,0,1
2372,Tội nghiệp người dân quê tôi😭😭😭😭,0.0,0.7020047307014465,0.35100236535072327,0,1,0
2373,Trời ơi thương quá. 60 tấn …. Khủng khiếp quá,1.1394273553878895,0.0504260547459125,0.594926705066901,1,0,1
2374,Vừa hqua ăn oẻ nha trang 1tr8/kg tôm hùm bông 😔,0.22788547107757787,0.0014147135661914,0.11465009232188464,0,0,0
2375,thương người nông dân,0.45577094215515573,0.0026110031176358,0.22919097263639576,0,0,0
2376,Có giải cứu ra hà nội k ạ 🥹,0.0,0.0014742776984348,0.0007371388492174,0,0,0
2377,"Vậy mới thấy được, những khó khăn của chúng tôi. Rủi ro cao lắm ạ",0.45577094215515573,0.0014172715600579,0.2285941068576068,0,0,0
2378,Cũng cảnh nuôi tôm. Thương lắm bà con 😕😕😕,0.9115418843103115,0.0224767103791236,0.4670092973447175,1,0,0
2379,Thu Trang đi nhớ giải cứu tôm hùm nha cô pikachu😅😅,0.0,0.0014246600912883,0.00071233004564415,0,0,0
2380,Nguyễn Chí Cương mua tôm hùm ủng hộ bà con đi,0.45577094215515573,0.0017909099115058,0.22878092603333078,0,0,0
2381,"Muốn giải cứu mua ở đâu các bác, hà nội vẫn đắt khét ạ",1.3673128264654675,0.0329818241298198,0.7001473252976437,1,0,1
2382,Hết cá ở hải dương đến tôm ở phú yên,1.1394273553878895,0.0014282477786764,0.570427801583283,1,0,1
2383,1 tuần trươc hàng này vẫn cao lắm\nmới giảm giá có 2-3 ngày nay xg giá vẫn thấy 950-1200 k 😂\nchứ sống lấy đâu ra rẻ\n😂 ngộp dk phân nhiều loại ngộp\nhàng mới 200/350\nhàng loại 2 rẻ hơn\nloại 3 khéo vài chục 😂\ntôm này 2lag -6 lag giá này cũng bt mà chỉ vì trung quốc quay xe dân tình mới thiệt hại vậy,0.0,0.2744219005107879,0.13721095025539395,0,0,0
2384,Bây giờ no cho bọn thương lái thôi mừng chảy nước mắt. Mua 1 tấn giá 150kg ép đến chảy nước ko bán thì toang mà bán thì đứt ruột. Nhà nào nuôi lâu thì coi như bỏ gỡ gạt nhà nào mới nuôi thì giấy tờ nhà đất coi như mất trắng.,1.8230837686206234,0.3681047856807709,1.0955942771506972,1,0,1
2385,Tôm ngộp như v ăng có sao ko mn,0.9115418843103115,0.0013684695586562,0.45645517693448384,1,0,0
2386,Thời tiết khí hậu biến đổi nuôi trồng càng ngày càng khó khăn\nVốn bỏ ra thì quá lớn thương bà con quá đã từng trải hic,0.0,0.0027050324715673,0.00135251623578365,0,0,0
2387,"Nuôi thuỷ hải sản thì xác định năm được thì ăn đẫm, năm mất thì mất nhiều. Ngoài Hạ Long t những hộ nuôi cá Song (Mú), cá Giò (bớp) cũng thế, năm nào được thì ăn đủ năm nào bị bệnh hoặc mất giá thì cũng vỡ mồm ra. Cơ nếu tổng thể năm này qua năm khác năm này bù năm kia thì vẫn có tiền xây nhà mua đất mua xe.",0.6836564132327336,0.1777401268482208,0.4306982700404772,1,0,0
2388,"Tôm chết gở lại vốn rồi, 300k 1 ký là huề vốn",1.1394273553878895,0.0015289933653548,0.5704781743766222,1,0,1
2389,Làm cách nào để người dân tỉnh táo hơn vs việc thu gom ồ ạt của thương lái TQ nhỉ. Quá nhiều vụ rồi,0.6836564132327336,0.1352442353963852,0.4094503243145594,1,0,0
2390,"À tôm hùm là nuôi thức ăn công nghiệp à, vậy thôi để hsau ko ăn tôm hùm nữa, tôm biển vậy",0.45577094215515573,0.0013788647484034,0.22857490345177955,0,0,0
2391,Sắp sửa sẽ có buffet tôm hùm 699k/ người :V,0.0,0.0013658888638019,0.00068294443190095,0,0,0
2392,Có ai buôn ra hanoi chưa để chung tay giải cứu ạ,0.22788547107757787,0.0014934209175407,0.11468944599755929,0,0,0
2393,Vũ Phát tội bà con nông dân quá :((,1.1394273553878895,0.9387758374214172,1.0391015964046533,1,1,1
2394,Chưa đc ăn tôm hùm bh 30t rồi 🥹,0.0,0.0014640396693721,0.00073201983468605,0,0,0
2395,Làm ăn không nói trước được điều gì,0.45577094215515573,0.7426967024803162,0.5992338223177359,0,1,1
2396,Nhớ hồi cũng có 1 năm vào mua mưa lũ.tôm chết mà đựng trong thung chai.nhìn mà đứt ruột,2.2788547107757795,0.98185133934021,1.6303530250579947,1,1,1
2397,Giải cứu vô sg đi ạ 600k/1kg cũng dc,0.22788547107757787,0.0014063596026971,0.11464591534013749,0,0,0
2398,Cái mẹ gì cũng kêu giải cứu . Giải cái méo gì. Có biết tôm chết do nhiễm cái gì không . Cái này phải yêu cầu các cơ quan lãnh đạo giải quyết chứ mang hết ra chợ bán chỉ có bán cho lợn thôi .,2.7346256529309354,0.2415537685155868,1.4880897107232611,1,0,1
2399,"Tôm hùm này tôm tề thiên , thịt tôm cũng bthg\nLoại này 750/1 kí sống nhảy đành đạch tại lồng\nNgộp chết bán 350k cũng đc chứ Tôm hùm bông hay loại tôm hùm xanh ngộp cũng giảm 1 nửa tiền còn 7-800 rồi",0.45577094215515573,0.0013734205858781,0.2285721813705169,0,0,0
2400,Phương Ốc đã rẻ nay còn rẻ hơn 😁,1.3673128264654675,0.7410844564437866,1.0541986414546272,1,1,1
2401,"Trên thế giới trung bình bán loại tôm nầy chỉ có 400k sống, chết là 100k 1 ký, chỉ có việt nam bán cho người Việt Nam giá 800k trở lên. Giá thành tôm nầy không hơn 200k 1 ký. Đừng để nước mắt làm hư lý trí.",1.1394273553878895,0.0016097172629088,0.5705185363253992,1,0,1
2402,"thương thật sự.\nNg ăn k đảm bảo chất lượng.\nNgười nuôi thì mất công mất sức, mất tiền",1.3673128264654675,0.8872925043106079,1.1273026653880378,1,1,1
2403,Đâu phải riêng py,0.6836564132327336,0.6081057786941528,0.6458810959634432,1,1,1
2404,Luộc làm ruốc lại đắt như tôm tươi,1.3673128264654675,0.0013677411479875,0.6843402838067275,1,0,1
2405,"T chẳng thấy ngon gì. Cứ tôm tươi đang bơi là ngon. Còn hồi trc đc bạn đi châu Phi mang về cho mấy con to bằng bắp tay, loại tự nhiên ngoài biển ng dân bắt bằng xiên, vẫn còn lỗ trên đầu. Ăn chỉ thấy nhạt thôi chứ ko ngọt như tôm sống.",0.45577094215515573,0.0055642705410718,0.23066760634811376,0,0,0
2406,Năm nay mất mùa từ nông nghiệp đến thủy sản,0.0,0.0013838361483067,0.00069191807415335,0,0,0
2407,High risk high return,0.0,0.0014640312874689,0.00073201564373445,0,0,0
2408,ở HN có chỗ nào bân giá này ko câc bác?,0.45577094215515573,0.001426659990102,0.22859880107262887,0,0,0
2409,Thực Phẩm Sông Cầu chỗ bà hả bà,0.9115418843103115,0.2070438712835312,0.5592928777969213,1,0,1
2410,Linh Thành Nguyễn có thầu tý nào ko pạn,0.0,0.7343483567237854,0.3671741783618927,0,1,0
2411,Phuong Anh Phan Dương muaaa đii nee Trịnh Tiến BK,0.9115418843103115,0.0095627093687653,0.4605522968395384,1,0,0
2412,Bả đẹp thiệt,0.0,0.4522483348846435,0.22612416744232175,0,0,0
2413,Xinh quá,0.0,0.0014219005824998,0.0007109502912499,0,0,0
2414,Người đi tò về nó lạ lắm,1.5951982975430454,0.8146688938140869,1.204933595678566,1,1,1
2415,Đi tò về có tý da thịt vs cả ăn ngủ điều độ lao động đều đặn nom cũng khoẻ khoắn đỏ da thắm thịt đấy nhờ,0.0,0.185852512717247,0.0929262563586235,0,0,0
2416,"Viết cap thế lày ko hot lắm, phải đổi lại thành ""Vẻ thanh thuần của NT sau khi đi tò về"" =))",1.8230837686206234,0.0492733530700206,0.936178560845322,1,0,1
2417,Viết cap như thế sao hót ( giọt nc trong veo ngọc tinh sau khi đi tò về ) 😁😁😁😁,0.45577094215515573,0.0013561388477683,0.22856354050146202,0,0,0
2418,Từ ngày tạm giam về thấy ngoan hẳn😂,0.9115418843103115,0.3497548699378967,0.630648377124104,1,0,1
2419,Tạm giam xong phát về ngoan hẳn :)),0.45577094215515573,0.5721776485443115,0.5139742953497336,0,1,1
2420,Hình như đi về có sửa với tiêm thì phải,0.9115418843103115,0.6693520545959473,0.7904469694531293,1,1,1
2421,Lại lên Cao tốc chụp nữa đi Trinh,0.0,0.0014231929089874,0.0007115964544937,0,0,0
2422,Xinh vãi,1.1394273553878895,0.5062164068222046,0.8228218811050471,1,1,1
2423,Đep quá c ❤️,1.3673128264654675,0.0013821700122207,0.6843474982388441,1,0,1
2424,4 thường phải xinh đây 4 cao cấp,0.45577094215515573,0.0015918328426778,0.22868138749891675,0,0,0
2425,Xinh quá,0.0,0.0014219005824998,0.0007109502912499,0,0,0
2426,Minh moi 27 mà bả 34 còn trẻ hơn minh nữa😂,0.22788547107757787,0.6761687994003296,0.4520271352389537,0,1,0
2427,Ngô Thảo mê concept nàyyyy,1.1394273553878895,0.0013900044141337,0.5704086799010116,1,0,1
2428,Cái khăn 🤣 Vy Yogini,0.9115418843103115,0.2362961769104004,0.5739190306103559,1,0,1
2429,"Từ ngày theo cái trend mong manh thì mất da thịt đi nhìn thiếu sức sống hẳn đi, trước khoe đường cong chứ h teo tóp hết rồi còn đâu nữa mà khoe 🥹",1.3673128264654675,0.4817345738410949,0.9245237001532812,1,0,1
2430,Ăn cơm nhà nước có khác.,0.9115418843103115,0.0880514085292816,0.49979664641979654,1,0,0
2431,Trẻ thật sự,1.3673128264654675,0.0014367643743753,0.6843747954199214,1,0,1
2432,bả đẹp thật,0.0,0.6806456446647644,0.3403228223323822,0,1,0
2433,"Phạm Thuỳ Trang thả ảnh nhan sắc 30 tuổi đi c, ngọc tring tuổi zì",0.0,0.021876910701394,0.010938455350697,0,0,0
2434,Trông vậy thôi chả bao h bằng vợ tôi đâu,0.9115418843103115,0.0015575776342302,0.4565497309722708,1,0,0
2435,1989 là 35t rồi nha Ad. Còn tuổi ăn chuối là 36t nhé,0.0,0.0013802153989672,0.0006901076994836,0,0,0
2436,Nhìn giống giống Nanno :)),0.0,0.0013782831374555,0.00068914156872775,0,0,0
2437,Vẫn nét đấy nhưng đẹp hơn ngày xưa nhiều nhỉ ? Ko lạm dụng thẩm mĩ thì trẻ lâu thật,0.0,0.0049780374392867,0.00248901871964335,0,0,0
2438,Xứng đáng có đc a =)),0.45577094215515573,0.0013768282951787,0.22857388522516722,0,0,0
2439,89 mà 34 🤣,0.0,0.0568174049258232,0.0284087024629116,0,0,0
2440,đi tù xong nhìn xinh ra,1.3673128264654675,0.9646615386009216,1.1659871825331947,1,1,1
2441,Đi 1 khoá nhìn tốt hơn hé.\nRáng đi thêm ít khoá nữa thành chánh quả,0.9115418843103115,0.0998666957020759,0.5057042900061937,1,0,1
